cartodb_id,the_geom,time,latitude,longitude,depth,mag,magtype,nst,gap,dmin,rms,net,id,updated,place,type
315,0101000020E6100000AB06BC27EA5F5DC0CBCD812F96EC4040,2015-10-16 18:33:23.98+00,33.8483333,-117.4986667,-0.55,1.44,ml,48,46,0.05427,0.21,ci,ci37476760,2015-10-16 20:10:06.375+00,"4km SSE of Home Gardens, California",quarry blast
316,0101000020E6100000A69BC420B0025CC038B57DD987D74640,2015-10-16 18:23:40.9+00,45.6838333,-112.042,5.97,0.68,ml,7,100,0.192,0.03,mb,mb80102499,2015-10-16 19:41:19.03+00,"21km SSE of Whitehall, Montana",earthquake
317,0101000020E61000006650C829159B5EC040619A33ECCA4740,2015-10-16 18:17:20.49+00,47.5853333,-122.4231667,22.162,1.25,ml,10,108,0.01091,0.14,uw,uw61079252,2015-10-17 21:08:06.25+00,"7km WSW of Seattle, Washington",earthquake
318,0101000020E61000001F6F4D15672F5DC013AFFC4344CC4040,2015-10-16 18:10:11.73+00,33.5958333,-116.7406667,11.95,0.25,ml,19,90,0.01968,0.09,ci,ci37476752,2015-10-16 20:03:44.122+00,"8km NW of Anza, California",earthquake
319,0101000020E61000007E1D3867440961C0075F984C15045140,2015-10-16 18:05:45.11+00,68.0638,-136.2896,15.5,4.2,ml,,95,1.061,0.84,us,us10003p73,2015-10-17 02:08:15.384+00,"91km NW of Fort McPherson, Canada",earthquake
320,0101000020E6100000FA9408F9C5BE5CC04C0B4DC8BD864040,2015-10-16 18:03:40.74+00,33.0526667,-114.9808333,-0.12,1.84,ml,12,88,0.08026,0.25,ci,ci37476744,2015-10-16 20:19:10.745+00,"46km NNW of Los Algodones, B.C., MX",quarry blast
321,0101000020E6100000DD240681958F5EC00E0176244DA14440,2015-10-16 17:57:37.08+00,41.2601667,-122.2435,5.26,1.86,md,17,69,0.09267,0.07,nc,nc72538570,2015-10-16 19:14:25.35+00,"6km NNE of Dunsmuir, California",earthquake
322,0101000020E610000023DBF97E6AB45BC07E96F8ED35B74540,2015-10-16 17:48:01.33+00,43.4313333,-110.819,6.81,0.34,ml,5,144,0.056,0.06,mb,mb80102494,2015-10-16 18:18:32.34+00,"1km WNW of Rafter J Ranch, Wyoming",earthquake
323,0101000020E6100000E7FBA9F1D2115DC096438B6CE75B4240,2015-10-16 17:44:07.45+00,36.718,-116.2785,0.4,-0.3,ml,7,256.15,0.054,0.1092,nn,nn00514955,2015-10-17 18:25:52.041+00,"47km ESE of Beatty, Nevada",earthquake
294,0101000020E61000008CAD0C4FD4775EC06A90381A76254840,2015-10-16 20:15:03.93+00,48.2926667,-121.8723333,9.916,1.17,ml,6,123,0.1041,0.05,uw,uw61079292,2015-10-16 21:08:29.9+00,"17km NE of Arlington Heights, Washington",earthquake
295,0101000020E61000006AA6D656C7B45EC08F96B9AFB9684340,2015-10-16 20:01:24.44+00,38.8181667,-122.8246667,2.29,0.82,md,9,118,0.0251,0.02,nc,nc72538610,2015-10-16 20:46:42.62+00,"7km NW of The Geysers, California",earthquake
296,0101000020E610000018DAEF3F286763C049CF3EA07D483340,2015-10-16 19:46:23.88+00,19.2831669,-155.2236633,9.48,2.43,ml,54,119,0.002138,0.26,hv,hv61065256,2015-10-16 19:52:08.24+00,"16km S of Volcano, Hawaii",earthquake
297,0101000020E6100000ECD918E0A76663C0F6F2F1BF4B473340,2015-10-16 19:41:51.42+00,19.2784996,-155.2079926,3.99,2.15,ml,50,160,0.01596,0.27,hv,hv61065251,2015-10-16 19:47:36.86+00,"17km S of Volcano, Hawaii",earthquake
298,0101000020E6100000772D211FF4FC62C06891ED7C3FC54F40,2015-10-16 19:36:30+00,63.541,-151.9048,11,1.1,ml,,,,0.39,ak,ak11740949,2015-10-16 20:00:18.058+00,"148km W of Cantwell, Alaska",earthquake
299,0101000020E610000060E5D022DB6562C0DE4F8D976EDA4F40,2015-10-16 19:25:55+00,63.7065,-147.183,17.3,0.9,ml,,,,0.81,ak,ak11740947,2015-10-16 22:43:12.031+00,"80km WSW of Delta Junction, Alaska",earthquake
300,0101000020E610000098C2DE1FCA445EC033FED87FF8D44140,2015-10-16 19:20:48.74+00,35.6638336,-121.0748367,5.38,1.82,md,18,92,0.0651,0.04,nc,nc72538600,2015-10-16 19:22:25.81+00,"10km ENE of San Simeon, California",earthquake
301,0101000020E6100000020F0C203C6C63C0586DFE5F754C3340,2015-10-16 19:19:47.12+00,19.298666,-155.3823395,3.8,1.75,md,24,98,0.0625,0.22,hv,hv61065231,2015-10-16 19:22:57.52+00,"14km NE of Pahala, Hawaii",earthquake
325,0101000020E61000006AB125F56F6C63C09A99999999493340,2015-10-16 17:42:10.75+00,19.2875,-155.3886667,2.113,0.98,md,14,98,0.05043,0.09,hv,hv61065111,2015-10-16 18:25:29.13+00,"13km NE of Pahala, Hawaii",earthquake
326,0101000020E61000009B33A2B437FC5DC04694F6065FB04340,2015-10-16 17:34:24.621+00,39.3779,-119.9409,0,0.5,ml,4,224.07,0.113,0.1671,nn,nn00514954,2015-10-17 18:25:45.883+00,"14km N of Incline Village, Nevada",earthquake
327,0101000020E6100000E6AE25E483E261C08BDB68006F294E40,2015-10-16 17:33:29+00,60.3237,-143.0786,15.3,1.2,ml,,,,0.24,ak,ak11740889,2015-10-17 01:35:49.483+00,"45km NW of Cape Yakataga, Alaska",earthquake
328,0101000020E61000006CDCAC0B496363C0F2D24D6210583340,2015-10-16 17:21:28.57+00,19.344,-155.1026667,10.168,1.07,md,13,147,0.03985,0.11,hv,hv61065086,2015-10-16 20:22:02.24+00,"17km SE of Volcano, Hawaii",earthquake
329,0101000020E61000001B3A2CC3AE6663C0B470FECB5A5D3340,2015-10-16 17:19:16.36+00,19.3646667,-155.2088333,3.026,1.46,md,32,97,0.01104,0.06,hv,hv61065081,2015-10-16 20:56:19.19+00,"7km SSE of Volcano, Hawaii",earthquake
330,0101000020E6100000454772F90F9D65C04DF38E5374F44940,2015-10-16 17:11:41+00,51.9098,-172.9082,22.2,2.4,ml,,,,0.32,ak,ak11740888,2015-10-16 19:12:21.843+00,"94km ESE of Atka, Alaska",earthquake
331,0101000020E61000000BEC8C4AC54D5DC00A03E0E9DF004140,2015-10-16 17:10:19.33+00,34.0068333,-117.2151667,16.02,1.11,ml,44,40,0.06897,0.2,ci,ci37476720,2015-10-16 17:21:01.45+00,"6km SSW of Redlands, California",earthquake
332,0101000020E6100000BA511A20877E5EC0B75CA21FB2E54240,2015-10-16 17:06:02.31+00,37.7944984,-121.9769974,6.55,1.56,md,10,93,0.07158,0.03,nc,nc72538520,2015-10-16 17:07:40.19+00,"1km N of San Ramon, California",earthquake
333,0101000020E610000076711B0DE0C15E4032E6AE25E4D33840,2015-10-16 17:01:53.05+00,24.8277,123.0293,113.42,4.8,mb,,51,0.359,1.01,us,us10003p6l,2015-10-17 01:04:29.182+00,"40km N of Yonakuni, Japan",earthquake
334,0101000020E6100000FB5C6DC5FEEE51C0CAC342AD698E3EC0,2015-10-16 16:58:30.37+00,-30.5563,-71.7343,34.83,4.1,mwr,,133,0.145,2.42,us,us10003p6i,2015-10-17 01:01:07.549+00,"51km W of Ovalle, Chile",earthquake
335,0101000020E610000005590520243563C05EEFA3BF3C713340,2015-10-16 16:27:42.12+00,19.4423332,-153.6606598,11.18,2.96,md,34,333,,0.33,hv,hv61065021,2015-10-17 00:30:16.651+00,"131km E of Nanawale Estates, Hawaii",earthquake
336,0101000020E6100000F79A2F40EC865EC0D5D0066003A54340,2015-10-16 16:24:18.34+00,39.2891655,-122.1081696,4.31,1.77,md,5,161,0.3367,0.16,nc,nc72538495,2015-10-16 16:25:55.38+00,"7km ENE of Maxwell, California",earthquake
337,0101000020E6100000AC17E87FDEB25EC0519E1E80796A4340,2015-10-16 16:16:52.39+00,38.8318329,-122.7948303,8.28,1.6,md,7,114,0.06704,0.03,nc,nc72538490,2015-10-16 16:18:30.23+00,"6km W of Cobb, California",earthquake
425,0101000020E61000005D5CF45F716C63C03B408B00024B3340,2015-10-16 06:03:27.69+00,19.2929993,-155.3888397,1.43,1.96,md,35,113,0.05581,0.25,hv,hv61064276,2015-10-16 14:06:13.217+00,"13km NE of Pahala, Hawaii",earthquake
338,0101000020E610000053F943D815985EC0E2A59BC420284740,2015-10-16 16:07:20.29+00,46.3135,-122.3763333,14.934,0.85,ml,14,84,0.02511,0.15,uw,uw61079227,2015-10-16 17:23:36.12+00,"28km SSW of Morton, Washington",earthquake
342,0101000020E61000007F5F6DD6EA6263C076662728EA4F3340,2015-10-16 15:46:59.63+00,19.3121667,-155.0911667,0.816,0.85,md,15,200,0.04436,0.09,hv,hv61064991,2015-10-16 20:36:50.95+00,"20km SE of Volcano, Hawaii",earthquake
343,0101000020E61000008616D9CEF7A75EC08915246C2EEC4740,2015-10-16 15:39:45.2+00,47.8451667,-122.6245,27.966,2.26,ml,31,35,0.09439,0.3,uw,uw61079217,2015-10-16 18:01:44.895+00,"4km NE of Lofall, Washington",earthquake
344,0101000020E61000002967DE609E6663C0B976FDDD96453340,2015-10-16 15:33:46.4+00,19.2718333,-155.2068333,10.471,2.61,ml,44,166,0.01925,0.1,hv,hv61064971,2015-10-16 23:38:14.951+00,"17km S of Volcano, Hawaii",earthquake
345,0101000020E6100000C111EEDF067E5EC021E4BCFF8FE34240,2015-10-16 15:25:57.02+00,37.777832,-121.9691696,7.28,1.73,md,10,102,0.08298,0.05,nc,nc72538460,2015-10-16 15:27:35.79+00,"0km ESE of San Ramon, California",earthquake
356,0101000020E6100000E1647671F6515DC0FCD52D4CF0084140,2015-10-16 13:41:13.47+00,34.0698333,-117.2806667,13.78,0.77,ml,30,56,0.1095,0.18,ci,ci37476648,2015-10-16 16:18:23.078+00,"3km NW of Loma Linda, California",earthquake
357,0101000020E61000008432E8DF896663C052FF6A1F3C483340,2015-10-16 13:35:08.52+00,19.2821674,-155.2043304,8.76,1.96,md,45,156,0.01921,0.27,hv,hv61064806,2015-10-16 13:38:34.46+00,"16km SSE of Volcano, Hawaii",earthquake
369,0101000020E61000002A3A92CB7F7462C056EC2FBB27274E40,2015-10-16 11:31:48+00,60.3059,-147.6406,12.7,2.1,ml,,,,0.68,ak,ak11740720,2015-10-16 11:47:25.17+00,"77km SE of Whittier, Alaska",earthquake
380,0101000020E61000000C83E8FF8B7D5EC0568AD3FF28E44240,2015-10-16 10:41:10.58+00,37.7825012,-121.9616699,6.39,1.21,md,8,104,0.08006,0.04,nc,nc72538290,2015-10-16 10:42:45.83+00,"1km ENE of San Ramon, California",earthquake
397,0101000020E610000071AC8BDB680466C0D5E76A2BF6B74940,2015-10-16 08:21:45+00,51.4372,-176.1378,9.9,2.1,ml,,,,0.23,ak,ak11740672,2015-10-16 19:00:04.437+00,"61km SE of Adak, Alaska",earthquake
398,0101000020E6100000057646A5E26663C0163147EA98403340,2015-10-16 08:21:35.86+00,19.2523333,-155.2151667,8.349,0.94,md,12,248,0.03011,0.13,hv,hv61064491,2015-10-16 20:49:08.67+00,"19km S of Volcano, Hawaii",earthquake
399,0101000020E6100000F6285C8FC2495EC0022B8716D9464240,2015-10-16 08:07:01.14+00,36.5535,-121.1525,8.41,2.2,md,63,61,0.03704,0.08,nc,nc72538230,2015-10-16 18:15:17.346+00,"21km NE of Soledad, California",earthquake
400,0101000020E61000005A59EC40A76963C076BE9F1A2F5D3340,2015-10-16 08:03:04.42+00,19.364,-155.3016667,3.569,0.45,md,6,143,0.0282,0.03,hv,hv61064476,2015-10-16 23:36:23.322+00,"9km SW of Volcano, Hawaii",earthquake
401,0101000020E610000060E5D022DB755CC013AFFC4344DC4740,2015-10-16 08:01:54.31+00,47.7208333,-113.8415,11.14,1.21,ml,15,162,0.183,0.08,mb,mb80102449,2015-10-16 14:16:26.76+00,"24km E of Polson, Montana",earthquake
324,0101000020E61000007588C965AD6663C0ECA93011CA483340,2015-10-16 17:43:10.92+00,19.2843333,-155.2086667,8.071,2.59,ml,46,154,0.01541,0.11,hv,hv61065116,2015-10-17 01:46:24.119+00,"16km S of Volcano, Hawaii",earthquake
358,0101000020E610000012143FC6DC0152C0C66D3480B7703FC0,2015-10-16 12:49:09.91+00,-31.4403,-72.0291,34.18,4.1,mb,,196,0.835,0.76,us,us10003p4f,2015-10-17 15:28:08.04+00,"84km WNW of Illapel, Chile",earthquake
359,0101000020E610000039CA66B30F035CC08EC3AA8B25D74640,2015-10-16 12:48:41.81+00,45.6808333,-112.0478333,4.14,1.54,ml,18,56,0.197,0.1,mb,mb80102454,2015-10-16 14:16:38.4+00,"21km S of Whitehall, Montana",earthquake
360,0101000020E6100000C4F41840536663C01C3636E098403340,2015-10-16 12:37:31.23+00,19.2523327,-155.1976624,12.29,1.85,md,27,187,0.03842,0.15,hv,hv61064726,2015-10-16 12:40:38.13+00,"20km SSE of Volcano, Hawaii",earthquake
361,0101000020E610000059643BDF4F0D5FC048E17A14AE3F4440,2015-10-16 12:13:57.7+00,40.4975,-124.208,20.24,1.96,md,17,183,0.1042,0.08,nc,nc72538365,2015-10-16 23:17:51.3+00,"8km W of Rio Dell, California",earthquake
364,0101000020E610000075A9B640A77D5EC0068195438BE44240,2015-10-16 12:05:32.39+00,37.7855,-121.9633333,8.4,0.95,md,12,103,0.07681,0.04,nc,nc72538355,2015-10-17 03:31:44.46+00,"1km ENE of San Ramon, California",earthquake
365,0101000020E6100000234A7B832F5452408C976E1283384340,2015-10-16 11:43:39.98+00,38.4415,73.3154,123.6,4.1,mb,,87,1.571,1.16,us,us10003p4d,2015-10-16 19:46:22.831+00,"64km WNW of Murghob, Tajikistan",earthquake
366,0101000020E6100000295C8FC2F5C05DC01B5B199EA8CF4240,2015-10-16 11:41:16.74+00,37.6223333,-119.015,2.54,0.28,md,10,112,0.01077,0.03,nc,nc72538335,2015-10-16 18:41:15.95+00,"4km SW of Mammoth Lakes, California",earthquake
367,0101000020E610000084D5B37BCD7D5EC02DDED9684AE54240,2015-10-16 11:34:31.93+00,37.7913333,-121.9656667,6.54,2.05,md,59,55,0.005088,0.11,nc,nc72538320,2015-10-17 03:56:14.657+00,"1km NE of San Ramon, California",earthquake
368,0101000020E61000006CE7FBA9F1B25DC00257C38F7BDD4240,2015-10-16 11:32:01.95+00,37.7303333,-118.796,5.82,0.66,md,15,266,0.05384,0.11,nc,nc72538330,2015-10-16 18:37:44.77+00,"17km ENE of Mammoth Lakes, California",earthquake
372,0101000020E6100000295C8FC2F5C05DC0560E2DB29DCF4240,2015-10-16 11:22:39.16+00,37.622,-119.015,2.65,0.32,md,15,114,0.01048,0.03,nc,nc72538310,2015-10-16 21:59:31.82+00,"4km SW of Mammoth Lakes, California",earthquake
373,0101000020E6100000BF6CF1DFB26663C021C19EC085443340,2015-10-16 11:19:22.26+00,19.2676659,-155.2093353,10.15,2.01,md,46,169,0.01978,0.2,hv,hv61064671,2015-10-16 11:22:38.85+00,"18km S of Volcano, Hawaii",earthquake
407,0101000020E6100000560E2DB29DF362C0A245B6F3FDDC4E40,2015-10-16 07:47:32+00,61.7265,-151.613,93.1,2,ml,,,,0.7,ak,ak11740668,2015-10-16 08:03:59.022+00,"83km W of Willow, Alaska",earthquake
464,0101000020E61000003D75F6DF946A5EC026D9340065A44240,2015-10-16 02:46:21.47+00,37.2843323,-121.6653366,0.8,1.2,md,8,122,0.02605,0.02,nc,nc72538050,2015-10-16 02:47:59.56+00,"15km E of Seven Trees, California",earthquake
465,0101000020E6100000E25817B7D1E45DC062A1D634EF004440,2015-10-16 02:37:11.034+00,40.0073,-119.5753,12.7,0.4,ml,3,256.7,0.202,0.0401,nn,nn00514830,2015-10-17 18:23:45.279+00,"41km NNE of Spanish Springs, Nevada",earthquake
466,0101000020E6100000BA490C022BB35EC07B14AE47E16A4340,2015-10-16 02:33:21.36+00,38.835,-122.7995,0.31,0.4,md,9,118,0.02719,0.07,nc,nc72538045,2015-10-16 17:14:20.31+00,"6km WNW of Cobb, California",earthquake
467,0101000020E6100000499D8026C2AE61C036894160E5104E40,2015-10-16 02:31:39+00,60.132,-141.4612,3.3,1.8,ml,,,,0.8,ak,ak11740566,2015-10-16 02:52:42.807+00,"54km E of Cape Yakataga, Alaska",earthquake
468,0101000020E61000005A4E9DA2FE495DC0EA257CA5E2FC4040,2015-10-16 02:25:13.27+00,33.9756667,-117.1561667,19.37,0.75,ml,23,104,0.08359,0.15,ci,ci37476496,2015-10-16 14:13:57.402+00,"9km NE of Moreno Valley, California",earthquake
469,0101000020E6100000E7FBA9F1D2ED62C0AB3E575BB18F4E40,2015-10-16 02:20:49+00,61.1226,-151.432,69.4,1.3,ml,,,,0.1,ak,ak11740565,2015-10-16 18:34:40.2+00,"48km N of Nikiski, Alaska",earthquake
470,0101000020E6100000560E2DB29DE75DC05D4BC8073D734340,2015-10-16 02:17:46.386+00,38.9003,-119.619,6.9,0.4,ml,3,233.26,0.01,0.0891,nn,nn00514828,2015-10-17 18:23:38.391+00,"10km E of Gardnerville Ranchos, Nevada",earthquake
471,0101000020E6100000058195438B7C4640B1E1E995B2444540,2015-10-16 02:16:49.32+00,42.5367,44.973,18.05,4.4,mb,,69,1.124,1.09,us,us10003p1i,2015-10-16 10:19:29.616+00,"30km ESE of Step'antsminda, Georgia",earthquake
472,0101000020E610000028722DFF46685DC07C3F355EBA094240,2015-10-16 02:12:17.19+00,36.076,-117.6293333,2.02,1.17,ml,23,56,0.1205,0.16,ci,ci37476488,2015-10-16 14:06:20.185+00,"29km E of Coso Junction, California",earthquake
473,0101000020E61000000000000000C062C02FDD240681ED4E40,2015-10-16 02:06:56+00,61.8555,-150,38.9,1.5,ml,,,,0.37,ak,ak11740564,2015-10-16 02:27:42.286+00,"12km N of Willow, Alaska",earthquake
474,0101000020E61000005C8FC2F528305DC0BC74931804BE4040,2015-10-16 02:05:53.31+00,33.4845,-116.7525,9.74,0.06,ml,23,82,0.07179,0.11,ci,ci37476480,2015-10-16 17:50:48.826+00,"11km SW of Anza, California",earthquake
475,0101000020E61000006A2BF697DD8D62C099779CA223294F40,2015-10-16 02:01:45+00,62.3214,-148.4333,35.3,2.6,ml,,,,0.75,ak,ak11740557,2015-10-16 10:04:20.887+00,"62km NNE of Sutton-Alpine, Alaska",earthquake
508,0101000020E61000002063EE5A42EE51C04182E2C798AB3EC0,2015-10-15 22:18:45.94+00,-30.6703,-71.7228,30.17,4,mwr,,128,0.075,1.38,us,us10003p0e,2015-10-16 17:06:02.426+00,"50km W of Ovalle, Chile",earthquake
510,0101000020E610000006973380DC7B58C09CF05C2915874240,2015-10-15 22:04:22.49+00,37.0553333,-97.9353333,5.78,1.81,ml,19,77,0.07331,0.07,ismpkansas,ismpkansas70144573,2015-10-16 17:56:12.39+00,"13km SE of Anthony, Kansas",earthquake
511,0101000020E610000096438B6CE77B58C0218436EFEE864240,2015-10-15 21:47:56.97+00,37.0541667,-97.936,5.82,2.59,ml,20,77,0.07453,0.06,ismpkansas,ismpkansas70144558,2015-10-16 17:50:21.644+00,"13km SE of Anthony, Kansas",earthquake
512,0101000020E61000009A99999999F15BC03D36131D138C4640,2015-10-15 21:38:11.76+00,45.0943333,-111.775,3.5,1.39,md,6,206,0.234,0.05,mb,mb80102414,2015-10-16 14:50:11.97+00,"25km SSE of Virginia City, Montana",quarry blast
513,0101000020E610000024287E8CB95762C0A54E401361A75040,2015-10-15 21:31:35+00,66.6153,-146.7414,10.1,2,ml,,,,1.1,ak,ak11740527,2015-10-15 22:19:02.02+00,"65km W of Fort Yukon, Alaska",earthquake
514,0101000020E610000062FAB9FC62015CC0AC4896DDDD654740,2015-10-15 21:26:32.37+00,46.7958333,-112.0216667,-0.59,0.84,md,8,168,0.156,0.1,mb,mb80102409,2015-10-16 14:47:25.42+00,"8km NNE of Helena Valley Northwest, Montana",earthquake
515,0101000020E610000008C2BA96B57E58C0DB25BBE35E9B4240,2015-10-15 21:26:03.51+00,37.2138333,-97.9798333,4.07,2.27,ml,12,71,0.01469,0.05,ismpkansas,ismpkansas70144698,2015-10-16 17:39:32.692+00,"8km NE of Anthony, Kansas",earthquake
516,0101000020E6100000A69BC420B07E58C017D9CEF7539B4240,2015-10-15 21:25:51.52+00,37.2135,-97.9795,4.33,2.27,ml,19,69,0.01486,0.06,ismpkansas,ismpkansas70144548,2015-10-16 17:34:22.508+00,"8km NE of Anthony, Kansas",earthquake
517,0101000020E6100000B4C876BE9F7E58C07D13F9E4179B4240,2015-10-15 21:24:10.27+00,37.2116667,-97.9785,4.44,2.54,ml,20,68,0.01619,0.06,ismpkansas,ismpkansas70144543,2015-10-16 17:08:05.547+00,"7km NE of Anthony, Kansas",earthquake
339,0101000020E610000054E3A59BC46663C0105839B4C8463340,2015-10-16 16:02:20.98+00,19.2765,-155.2115,10.591,2.69,ml,49,153,0.01328,0.09,hv,hv61065006,2015-10-17 00:04:56.103+00,"17km S of Volcano, Hawaii",earthquake
340,0101000020E6100000E91093CB5A315DC0B29DEFA7C6F34040,2015-10-16 15:49:09.87+00,33.9045,-116.7711667,16.24,1.73,ml,79,22,0.01416,0.16,ci,ci37476696,2015-10-16 16:50:27.85+00,"2km SE of Cabazon, California",earthquake
341,0101000020E6100000CE88D2DEE0075DC0C976BE9F1A6F4240,2015-10-16 15:48:59.863+00,36.868,-116.1231,6.5,-0.1,ml,7,142.81,0.108,0.1013,nn,nn00514838,2015-10-17 18:25:33.945+00,"56km E of Beatty, Nevada",earthquake
346,0101000020E610000096B20C71AC0B63C02EB29DEFA7C64D40,2015-10-16 15:17:10+00,59.552,-152.3648,74.5,2,ml,,,,0.23,ak,ak11740787,2015-10-16 15:45:09.721+00,"39km SW of Anchor Point, Alaska",earthquake
935,0101000020E6100000637FD93D79D462C0361AC05B20A14F40,2015-10-14 09:48:19+00,63.2588,-150.6398,138.4,1.4,ml,,,,0.6,ak,ak11739232,2015-10-14 11:11:04.971+00,"85km W of Cantwell, Alaska",earthquake
347,0101000020E6100000F753E3A59BB45BC0560E2DB29DB74540,2015-10-16 15:05:28.94+00,43.4345,-110.822,7.56,0.44,ml,5,137,0.056,0.14,mb,mb80102469,2015-10-16 18:11:26.11+00,"2km WNW of South Park, Wyoming",earthquake
348,0101000020E61000007D55D39A0B015CC0D6CFACB6AC654740,2015-10-16 14:50:44.83+00,46.7943333,-112.0163333,0.67,0.68,md,9,169,0.152,0.05,mb,mb80102464,2015-10-16 18:05:01.2+00,"8km NNE of Helena Valley Northwest, Montana",earthquake
349,0101000020E610000032772D211F205DC0D044D8F0F44A4240,2015-10-16 14:35:06.169+00,36.5856,-116.5019,3.9,-0.1,ml,13,134.61,0.153,0.14,nn,nn00514833,2015-10-17 18:24:45.229+00,"42km SSE of Beatty, Nevada",earthquake
351,0101000020E6100000302AA913D07A62C03A234A7B833F4E40,2015-10-16 14:21:31+00,60.4962,-147.8379,15.8,2.4,ml,,,,0.7,ak,ak11740752,2015-10-16 14:46:23.407+00,"55km ESE of Whittier, Alaska",earthquake
352,0101000020E6100000345EBA490C6863C04A647A1DCC433340,2015-10-16 14:17:09.92+00,19.2648333,-155.2515,5.343,1.08,md,19,180,0.03016,0.11,hv,hv61064906,2015-10-16 21:47:50.82+00,"18km S of Volcano, Hawaii",earthquake
353,0101000020E610000030F20DE008C15DC02FDD240681254840,2015-10-16 14:09:26.18+00,48.293,-119.0161667,10,1.94,ml,10,154,0.2215,0.28,uw,uw61079177,2015-10-16 15:57:47.03+00,"36km N of Coulee Dam, Washington",earthquake
354,0101000020E610000061545227A07B62C0CD3B4ED1913C4E40,2015-10-16 14:03:00+00,60.4732,-147.8633,6.2,2.2,ml,,,,0.87,ak,ak11740747,2015-10-16 14:22:29.429+00,"55km SE of Whittier, Alaska",earthquake
355,0101000020E6100000B6F3FDD4786158C03AB31314F5874240,2015-10-16 13:44:27.64+00,37.0621667,-97.523,5.86,1.83,ml,19,107,0.06106,0.04,ismpkansas,ismpkansas70144668,2015-10-16 18:04:06.03+00,"8km ENE of Caldwell, Kansas",earthquake
363,0101000020E6100000A9F1D24D62E85CC02DDED9684A9D4040,2015-10-16 12:05:37.91+00,33.2288333,-115.631,3.23,1.38,ml,30,63,0.04612,0.19,ci,ci37476624,2015-10-16 16:10:15.655+00,"10km W of Niland, California",earthquake
370,0101000020E61000004C4D277EB1A85DC02B5BDA5F2CC14240,2015-10-16 11:30:55+00,37.5091667,-118.6358333,6.37,0.71,md,8,165,0.1488,0.06,nc,nc72538325,2015-10-16 18:31:42.51+00,"22km NW of West Bishop, California",earthquake
371,0101000020E610000047E17A14AE3F5DC0CDF808466F334240,2015-10-16 11:27:35.64+00,36.4018333,-116.995,5.76,0.94,ml,21,82,0.1247,0.19,ci,ci37476616,2015-10-17 18:24:38.767+00,"14km WSW of Furnace Creek, California",earthquake
374,0101000020E6100000840D4FAF94015EC03E7958A835AD4340,2015-10-16 11:16:18.431+00,39.3532,-120.0247,4.4,0.6,ml,18,61.36,0.061,0.161,nn,nn00514821,2015-10-17 18:24:01.694+00,"12km NNW of Incline Village, Nevada",earthquake
375,0101000020E610000042380B20A16663C0F36789DF5E433340,2015-10-16 11:09:50.24+00,19.2631664,-155.2071686,9.02,1.77,md,38,175,0.0244,0.2,hv,hv61064666,2015-10-16 11:13:20.82+00,"18km S of Volcano, Hawaii",earthquake
376,0101000020E6100000E91093CB5A315DC06DE7FBA9F1A24040,2015-10-16 11:06:04.86+00,33.273,-116.7711667,11.49,0.5,ml,31,91,0.03836,0.14,ci,ci37476608,2015-10-16 16:00:52.119+00,"4km NNW of Lake Henshaw, California",earthquake
377,0101000020E610000017091280A47D5EC0922BAB9FEDE44240,2015-10-16 11:02:35.56+00,37.7885017,-121.9631653,7.57,1.17,md,9,101,0.074,0.04,nc,nc72538300,2015-10-16 11:04:10.14+00,"1km NE of San Ramon, California",earthquake
378,0101000020E6100000A8C64B37897D5EC0A0466B56C7E44240,2015-10-16 11:02:06.45+00,37.7873333,-121.9615,8.39,0.86,md,15,102,0.07553,0.04,nc,nc72538305,2015-10-17 03:29:44.36+00,"1km ENE of San Ramon, California",earthquake
379,0101000020E6100000E7F05A532A6C63C0F5285C8FC2453340,2015-10-16 10:45:27.27+00,19.2725,-155.3801667,6.003,1.18,md,17,120,0.03847,0.08,hv,hv61064646,2015-10-16 19:39:15.62+00,"12km NE of Pahala, Hawaii",earthquake
381,0101000020E6100000D8CEF753E37D5EC03F355EBA49E44240,2015-10-16 10:40:05.57+00,37.7835,-121.967,7.7,1.12,md,12,101,0.07791,0.03,nc,nc72538295,2015-10-17 03:27:12.41+00,"1km ENE of San Ramon, California",earthquake
382,0101000020E610000020B0726891815EC008AC1C5A64834740,2015-10-16 10:30:16.94+00,47.0265,-122.0245,14.561,0.31,md,6,114,0.08936,0.06,uw,uw61079152,2015-10-16 15:59:21.43+00,"15km SE of Prairie Ridge, Washington",earthquake
383,0101000020E610000093031B7C867D5EC0DAF97E6ABCE44240,2015-10-16 10:28:40.45+00,37.787,-121.9613333,7.28,0.86,md,15,102,0.07588,0.05,nc,nc72538285,2015-10-17 03:25:41.36+00,"1km ENE of San Ramon, California",earthquake
384,0101000020E6100000A10491A0D3AA5DC0AC1C5A643BB74240,2015-10-16 10:21:39.68+00,37.4315,-118.6691667,12.4,0.95,md,19,106,0.06707,0.04,nc,nc72538275,2015-10-16 18:16:38.11+00,"20km WNW of West Bishop, California",earthquake
385,0101000020E6100000C1E03F8207AB5DC0042AD2B30FB74240,2015-10-16 10:20:02.37+00,37.4301667,-118.6723333,12.07,0.95,md,17,114,0.06527,0.05,nc,nc72538280,2015-10-16 18:11:35.95+00,"20km WNW of West Bishop, California",earthquake
