cartodb_id,the_geom,time,latitude,longitude,depth,mag,magtype,nst,gap,dmin,rms,net,id,updated,place,type
93,0101000020E6100000BA5FAA3E7C3E5DC012578451FFFE4040,2015-10-17 16:15:02.06+00,33.9921667,-116.9763333,17.25,1.41,ml,48,42,0.07068,0.22,ci,ci37477360,2015-10-17 16:25:51.53+00,"7km N of Beaumont, California",earthquake
94,0101000020E61000001B24E93FD06963C029A2CB400A573340,2015-10-17 15:48:20.8+00,19.3400002,-155.3066711,3.22,2.56,ml,56,52,0.006802,0.36,hv,hv61067901,2015-10-17 17:05:04.933+00,"12km SW of Volcano, Hawaii",earthquake
95,0101000020E6100000566133C085A45EC0D53A1680EB814340,2015-10-17 15:45:01.69+00,39.0149994,-122.5706635,5.49,2.66,md,7,119,0.1093,0.03,nc,nc72539135,2015-10-17 23:47:45.628+00,"7km NE of Clearlake, California",earthquake
96,0101000020E6100000E3141DC9E50351C03108AC1C5AA43240,2015-10-17 15:43:08.3+00,18.642,-68.0609,110,2.8,Mb,5,338.4,0.60726113,0.28,pr,pr15290008,2015-10-17 23:45:43.436+00,"36km E of Punta Cana, Dominican Republic",earthquake
97,0101000020E610000082E2C798BB0A5EC08716D9CEF7B34340,2015-10-17 15:42:28.835+00,39.406,-120.1677,7.7,0.7,ml,10,81.92,0.101,0.1462,nn,nn00515024,2015-10-17 17:56:31.408+00,"8km N of Truckee, California",earthquake
98,0101000020E6100000E754320054075EC015FD46E0B4A14340,2015-10-17 15:41:26.77+00,39.2633324,-120.114502,6.49,1.41,md,12,94,0.09428,0.05,nc,nc72539125,2015-10-17 23:23:03.801+00,"6km WNW of Tahoe Vista, California",earthquake
99,0101000020E6100000FE43FAEDEB6E62C0559FABADD8FF4E40,2015-10-17 15:40:45+00,61.9988,-147.4663,25.3,1.6,ml,,,,1.05,ak,ak11741632,2015-10-17 15:52:31.736+00,"76km ENE of Sutton-Alpine, Alaska",earthquake
100,0101000020E610000063EE5A423E3266C0C1CAA145B69334C0,2015-10-17 15:36:23.17+00,-20.577,-177.5701,483.62,4.5,mb,,100,5.005,0.98,us,us10003pd8,2015-10-17 23:38:53.57+00,"118km E of Ndoi Island, Fiji",earthquake
101,0101000020E6100000438B6CE7FB0D5DC062E41BC011F24040,2015-10-17 15:30:23.97+00,33.8911667,-116.2185,2.62,0.67,ml,14,68,0.05076,0.25,ci,ci37477352,2015-10-17 15:34:13.916+00,"18km ENE of Thousand Palms, California",earthquake
102,0101000020E610000038B4C876BEB35DC0022B8716D9FE4040,2015-10-17 15:27:13.23+00,33.991,-118.8085,5.49,1.78,ml,28,175,0.01347,0.31,ci,ci37477344,2015-10-17 15:31:39.633+00,"2km S of Malibu, California",earthquake
103,0101000020E61000005917B7D1001863C046B6F3FDD4584D40,2015-10-17 15:08:59+00,58.694,-152.7501,24.8,1.8,ml,,,,0.78,ak,ak11741616,2015-10-17 19:57:37.959+00,"102km N of Kodiak, Alaska",earthquake
104,0101000020E6100000C64B378941705EC020B07268916D4740,2015-10-17 15:04:57.44+00,46.856,-121.754,3.203,0.16,md,11,76,0.02101,0.07,uw,uw61079542,2015-10-17 17:06:54.1+00,"28km NNW of Packwood, Washington",earthquake
105,0101000020E610000052B81E85EB2950C0D7A3703D0A273240,2015-10-17 14:20:34.9+00,18.1525,-64.655,128,3,Md,9,226.8,0.26500301,0.23,pr,pr15290007,2015-10-17 22:23:07.052+00,"29km S of Road Town, British Virgin Islands",earthquake
106,0101000020E61000006FF085C9547139C03A92CB7F48AF4DC0,2015-10-17 13:59:20.15+00,-59.3694,-25.4427,18.24,4.6,mb,,191,7.912,0.81,us,us10003pd1,2015-10-17 22:02:04.656+00,"71km ESE of Bristol Island, South Sandwich Islands",earthquake
107,0101000020E61000007E721420CA6663C0CD2445BF114A3340,2015-10-17 13:38:00.76+00,19.2893333,-155.2121735,7.94,2,md,51,143,0.01427,0.27,hv,hv61067816,2015-10-17 13:41:17.81+00,"15km S of Volcano, Hawaii",earthquake
108,0101000020E6100000C8073D9B55CF62C0022B8716D9A64F40,2015-10-17 13:33:31+00,63.3035,-150.4792,134.6,2.7,ml,,,,0.42,ak,ak11741562,2015-10-17 21:36:01.857+00,"77km W of Cantwell, Alaska",earthquake
109,0101000020E610000052499D80264A5EC02397FF907E1B4440,2015-10-17 13:28:01.904+00,40.2148,-121.1586,12.1,1.3,ml,8,117.51,0.286,0.1584,nn,nn00515019,2015-10-17 22:35:58.788+00,"11km SSE of Chester, California",earthquake
110,0101000020E6100000BA490C022BE562C0D734EF38454F4F40,2015-10-17 13:20:40+00,62.6193,-151.1615,77.1,1.4,ml,,,,0.92,ak,ak11741539,2015-10-17 13:43:08.088+00,"63km WNW of Talkeetna, Alaska",earthquake
111,0101000020E6100000975874466F7F5DC07E3E80FBF0E14140,2015-10-17 13:20:39.3+00,35.7651667,-117.9911667,7.25,1.83,ml,29,38,0.1034,0.15,ci,ci37477304,2015-10-17 13:24:34.924+00,"20km SSW of Little Lake, California",earthquake
112,0101000020E61000002A1895D4097C58C0D712F241CF864240,2015-10-17 13:20:00.55+00,37.0532,-97.9381,8.74,3.4,mb_lg,,67,0.076,0.19,us,us10003pcq,2015-10-17 13:39:03.489+00,"13km SE of Anthony, Kansas",earthquake
113,0101000020E6100000234A7B832FE062C0C2172653058B4F40,2015-10-17 13:17:40+00,63.0861,-151.0058,138,1.4,ml,,,,0.3,ak,ak11741538,2015-10-17 13:43:07.178+00,"96km NNW of Talkeetna, Alaska",earthquake
114,0101000020E61000001008CFDFDF545EC045DAC69FA85F4240,2015-10-17 13:17:00.14+00,36.7473335,-121.3261642,4.28,1.45,md,13,145,0.03491,0.05,nc,nc72539095,2015-10-17 13:18:36+00,"8km SSE of Ridgemark, California",earthquake
115,0101000020E6100000623255302A9D5DC011363CBD52364340,2015-10-17 13:13:01.266+00,38.4244,-118.4557,5.1,-0.2,ml,5,153.12,0.094,0.1575,nn,nn00515017,2015-10-17 22:26:43.994+00,"18km SE of Hawthorne, Nevada",earthquake
116,0101000020E61000003A234A7B838B58C0022B8716D9264240,2015-10-17 13:12:08.82+00,36.3035,-98.1799,3.28,3,mb_lg,,80,0.255,0.37,us,us10003pcp,2015-10-17 20:30:58.628+00,"24km NNE of Okeene, Oklahoma",earthquake
117,0101000020E61000000C022B87167962C06519E258172F4E40,2015-10-17 13:02:45+00,60.3679,-147.784,13.8,2.3,ml,,,,0.64,ak,ak11741531,2015-10-17 13:27:17.466+00,"66km SE of Whittier, Alaska",earthquake
118,0101000020E610000006A3923A018D5DC0A245B6F3FD144340,2015-10-17 12:54:02.375+00,38.164,-118.2032,0,0.7,ml,7,204.85,0.253,0.2171,nn,nn00515016,2015-10-17 22:05:13.487+00,"54km SE of Hawthorne, Nevada",earthquake
119,0101000020E6100000B7D100DE029D5DC05839B4C876364340,2015-10-17 12:36:28.934+00,38.4255,-118.4533,5,-0.3,ml,5,152.02,0.092,0.1415,nn,nn00515015,2015-10-17 21:59:02.479+00,"18km SE of Hawthorne, Nevada",earthquake
120,0101000020E61000005DDC4603787B58C0DC68006F81844240,2015-10-17 12:12:50.18+00,37.0352,-97.9292,5,3.4,mb_lg,,37,0.082,0.56,us,us10003pcg,2015-10-17 16:35:00.586+00,"15km SE of Anthony, Kansas",earthquake
121,0101000020E61000007D1D3867449D5DC0AD69DE718A364340,2015-10-17 11:58:39.277+00,38.4261,-118.4573,7.7,0.7,ml,12,105.77,0.095,0.1397,nn,nn00515012,2015-10-17 21:40:38.851+00,"18km SE of Hawthorne, Nevada",earthquake
122,0101000020E610000024B9FC87F41B50C062105839B46839C0,2015-10-17 11:33:07.75+00,-25.409,-64.4368,8.23,5.9,mwb,,37,4.202,0.77,us,us10003pc9,2015-10-17 22:55:45.674+00,"21km E of El Galpon, Argentina",earthquake
123,0101000020E610000091ED7C3F350E5DC0428C214AC5F14040,2015-10-17 11:28:10.91+00,33.8888333,-116.222,4.55,0.72,ml,19,67,0.05448,0.23,ci,ci37477264,2015-10-17 11:32:08.342+00,"17km ENE of Thousand Palms, California",earthquake
124,0101000020E6100000CDB62E907BFD5CC06CBBBF304F944040,2015-10-17 11:08:06.95+00,33.1586667,-115.9606667,1.02,0.96,ml,16,62,0.1231,0.33,ci,ci37477256,2015-10-17 11:12:08.844+00,"16km S of Salton City, California",earthquake
125,0101000020E6100000D4E76A2BF6D75F401361C3D32B65FD3F,2015-10-17 11:03:49.01+00,1.8372,127.3744,96.49,4.9,mb,,80,1.058,0.51,us,us10003pc4,2015-10-17 19:06:32.833+00,"71km W of Tobelo, Indonesia",earthquake
126,0101000020E61000002A8716D9CEB35DC0C3D32B6519E24240,2015-10-17 10:35:39.969+00,37.7664,-118.8095,0,-0.1,ml,7,227.29,0.138,0.1392,nn,nn00515059,2015-10-17 21:37:27.816+00,"19km NE of Mammoth Lakes, California",earthquake
128,0101000020E61000005340DAFF807D5EC09D47C5FF1DE44240,2015-10-17 10:28:48.92+00,37.7821655,-121.9609985,8.25,2.12,md,28,54,0.08054,0.07,nc,nc72539020,2015-10-17 21:35:54.191+00,"1km E of San Ramon, California",earthquake
129,0101000020E610000096438B6CE7EF64C083C0CAA1454E4A40,2015-10-17 10:24:39+00,52.6115,-167.497,31.9,2,ml,,,,0.94,ak,ak11741463,2015-10-17 19:41:56.58+00,"99km ESE of Nikolski, Alaska",earthquake
130,0101000020E610000066666666663A5DC0560E2DB29D0F4140,2015-10-17 10:20:23.13+00,34.122,-116.9125,7.71,0.7,ml,16,70,0.03438,0.15,ci,ci37477248,2015-10-17 10:24:07.032+00,"14km S of Big Bear Lake, California",earthquake
131,0101000020E61000006FF085C9543558C0C976BE9F1AFF4140,2015-10-17 10:15:13.15+00,35.993,-96.8333,4.12,3,mb_lg,,47,0.032,0.5,us,us10003pbt,2015-10-17 19:35:08.376+00,"6km W of Cushing, Oklahoma",earthquake
132,0101000020E6100000BEB5B86B2EC05DC0E3D1D73DC3264840,2015-10-17 10:13:00.45+00,48.3028333,-119.0028333,0.92,2.62,ml,16,112,0.2274,0.15,uw,uw61079477,2015-10-17 18:15:38.522+00,"37km N of Coulee Dam, Washington",earthquake
133,0101000020E61000004DF38E5374E85DC0F7065F984CED4440,2015-10-17 10:12:01.213+00,41.8539,-119.6321,9.7,1.4,ml,6,180.81,0.158,0.1005,nn,nn00515009,2015-10-17 17:21:29.215+00,"69km ESE of Lakeview, Oregon",earthquake
134,0101000020E61000000AB5A679C7A15F40AE47E17A14AE0B40,2015-10-17 10:07:44.1+00,3.46,126.5278,44.29,4.7,mb,,102,2.798,0.87,us,us10003pbq,2015-10-17 18:10:42.791+00,"245km SSE of Sarangani, Philippines",earthquake
135,0101000020E61000007D3F355EBA955EC039B4C876BE174740,2015-10-17 10:03:45.56+00,46.1855,-122.3395,8.939,-0.24,ml,8,157,0.01358,0.13,uw,uw61079472,2015-10-17 16:51:15.92+00,"31km NNE of Amboy, Washington",earthquake
136,0101000020E6100000F830202004525EC021E4BCFF8F534240,2015-10-17 09:55:01.58+00,36.652832,-121.2815018,3.02,0.96,md,9,111,0.0151,0.09,nc,nc72539015,2015-10-17 09:56:39.3+00,"19km SSE of Ridgemark, California",earthquake
137,0101000020E610000009C10534EC125DC012578451FFAE4040,2015-10-17 09:45:11.39+00,33.3671667,-116.2956667,6.08,0.79,ml,27,102,0.1417,0.24,ci,ci37477240,2015-10-17 09:48:57.978+00,"14km NNE of Borrego Springs, California",earthquake
138,0101000020E6100000DF652BD4BF0D5DC0A5C7009A52F14040,2015-10-17 09:44:41.01+00,33.8853333,-116.2148333,5.08,0.71,ml,12,127,0.05281,0.2,ci,ci37477232,2015-10-17 09:48:25.04+00,"18km ENE of Thousand Palms, California",earthquake
139,0101000020E61000003BDF4F8D97165DC00C022B8716814040,2015-10-17 09:30:31.05+00,33.0085,-116.353,6.56,0.88,ml,17,142,0.13,0.28,ci,ci37477224,2015-10-17 09:34:29.523+00,"24km ESE of Julian, California",earthquake
140,0101000020E6100000D237C4D3060E5DC0B4F4B23742F14040,2015-10-17 09:29:03.85+00,33.8848333,-116.2191667,1.8,0.84,ml,29,68,0.05559,0.2,ci,ci37477216,2015-10-17 09:32:56.294+00,"17km ENE of Thousand Palms, California",earthquake
141,0101000020E610000047E17A14AE3F5DC00A03E0E9DF284140,2015-10-17 09:26:05.74+00,34.3193333,-116.995,5.07,0.53,ml,15,68,0.06277,0.13,ci,ci37477208,2015-10-17 09:29:52.116+00,"11km NW of Big Bear Lake, California",earthquake
211,0101000020E61000004703780B24145DC0FFB27BF2B0584240,2015-10-17 04:11:01.349+00,36.6929,-116.3147,10.3,0.7,ml,12,118.13,0.089,0.0695,nn,nn00514985,2015-10-17 04:36:40.174+00,"46km ESE of Beatty, Nevada",earthquake
142,0101000020E6100000FDF675E09CFD50C046B6F3FDD4C83140,2015-10-17 09:18:15.3+00,17.7845,-67.9627,58,2.8,Md,4,320.4,0.75278821,0.07,pr,pr15290006,2015-10-17 13:37:59.326+00,"85km WSW of Pole Ojea, Puerto Rico",earthquake
143,0101000020E61000006791ED7C3F015CC06891ED7C3F654740,2015-10-17 09:15:53.43+00,46.791,-112.0195,2,1.59,ml,17,166,0.152,0.08,mb,mb80102584,2015-10-17 14:56:16.77+00,"7km NNE of Helena Valley Northwest, Montana",earthquake
144,0101000020E6100000D9CEF753E3DD50C091ED7C3F356E3240,2015-10-17 09:13:51.8+00,18.4305,-67.467,18,2.4,Md,5,244.8,0.04761071,0.15,pr,pr15290005,2015-10-17 11:38:48.129+00,"25km WNW of Rincon, Puerto Rico",earthquake
145,0101000020E61000000E4FAF9465145DC0D7A3703D0A574240,2015-10-17 09:08:00.5+00,36.68,-116.3187,12,0,ml,15,79.37,0.098,,nn,nn00515008,2015-10-17 09:09:08.34+00,"46km ESE of Beatty, Nevada",earthquake
146,0101000020E61000005C8FC2F528D862C06B2BF697DD634E40,2015-10-17 09:07:39+00,60.7802,-150.755,44.1,1.8,ml,,,,0.38,ak,ak11741442,2015-10-17 09:24:26.402+00,"27km N of Sterling, Alaska",earthquake
147,0101000020E6100000C7293A92CBE162C03C4ED1915CA64F40,2015-10-17 09:06:30+00,63.2997,-151.0561,8.7,2.1,ml,,,,0.67,ak,ak11741440,2015-10-17 09:24:25.487+00,"105km W of Cantwell, Alaska",earthquake
148,0101000020E61000008351499D802063C00C93A98251B14F40,2015-10-17 09:01:13+00,63.3853,-153.0157,6.4,2.2,ml,,,,0.96,ak,ak11741437,2015-10-17 09:24:28.125+00,"138km ENE of McGrath, Alaska",earthquake
149,0101000020E6100000271B6A6FCB025DC0AE1BA50172774040,2015-10-17 09:00:59.51+00,32.9331667,-116.0436667,4.47,1.12,ml,19,99,0.07786,0.21,ci,ci37477184,2015-10-17 09:04:49.79+00,"22km NNW of Ocotillo, California",earthquake
150,0101000020E6100000E9263108AC0C5DC03333333333634240,2015-10-17 09:00:41.44+00,36.775,-116.198,0,-0.3,ml,7,160.38,0.055,,nn,nn00515007,2015-10-17 09:01:50.849+00,"52km ESE of Beatty, Nevada",earthquake
151,0101000020E6100000ABCFD556EC2763C05C2041F163944F40,2015-10-17 08:59:27+00,63.1593,-153.2476,14.9,2.8,ml,,,,1.17,ak,ak11741429,2015-10-17 17:05:41.902+00,"120km ENE of McGrath, Alaska",earthquake
152,0101000020E6100000CB7F48BF7DB55DC0FAEDEBC039BB4240,2015-10-17 08:53:47.659+00,37.4627,-118.8358,5.7,0.3,ml,9,179.8,0.093,0.231,nn,nn00515006,2015-10-17 21:16:01.578+00,"23km SSE of Mammoth Lakes, California",earthquake
153,0101000020E61000003BDF4F8D970E52C0088A1F63EEAA3FC0,2015-10-17 08:38:55.28+00,-31.6677,-72.228,16.69,4.2,mwr,,180,1.113,0.58,us,us10003pbi,2015-10-17 16:41:35.063+00,"100km W of Illapel, Chile",earthquake
154,0101000020E6100000AE69DE718AB65DC0910F7A36ABCE4240,2015-10-17 08:26:00.599+00,37.6146,-118.8522,7.4,0.1,ml,7,134.52,0.02,0.1146,nn,nn00515056,2015-10-17 21:09:51.82+00,"11km ESE of Mammoth Lakes, California",earthquake
155,0101000020E6100000A030CD1976015CC0EC5003BCBB634740,2015-10-17 08:25:26.3+00,46.7791667,-112.0228333,0.34,1.03,md,11,160,0.148,0.09,mb,mb80102579,2015-10-17 14:51:26.41+00,"6km NNE of Helena Valley Northwest, Montana",earthquake
156,0101000020E610000008C2BA96B57A5DC0F0A7C64B37014240,2015-10-17 08:20:18.62+00,36.0095,-117.9173333,7.35,0.78,ml,12,62,0.02191,0.05,ci,ci37477168,2015-10-17 08:24:07.156+00,"5km SE of Coso Junction, California",earthquake
157,0101000020E6100000C98C5CDC6B0E5DC017050B71F6F14040,2015-10-17 08:17:17.05+00,33.8903333,-116.2253333,2.7,0.74,ml,18,66,0.05561,0.19,ci,ci37477160,2015-10-17 08:21:03.159+00,"17km ENE of Thousand Palms, California",earthquake
158,0101000020E6100000D8CEF753E30D5DC07B40EAC083F14040,2015-10-17 08:01:17.68+00,33.8868333,-116.217,3.35,1,ml,24,68,0.0529,0.22,ci,ci37477152,2015-10-17 08:05:05.662+00,"18km ENE of Thousand Palms, California",earthquake
159,0101000020E6100000787AA52C43B864C0F31FD26F5FD74A40,2015-10-17 07:59:54+00,53.6826,-165.7582,24.4,1.5,ml,,,,0.18,ak,ak11741414,2015-10-17 19:41:55.664+00,"50km S of Akutan, Alaska",earthquake
160,0101000020E610000000169E3C519B5EC0C84A822678B84740,2015-10-17 07:49:06.09+00,47.4411667,-122.4268333,29.747,0.8,ml,9,174,0.2669,0.18,uw,uw61079462,2015-10-17 16:48:38.64+00,"1km NNE of Klahanie, Washington",earthquake
161,0101000020E610000035481C0DBB225DC0F0D302C5D9BF4040,2015-10-17 07:46:33.47+00,33.4988333,-116.5426667,12.67,0.42,ml,23,68,0.05025,0.16,ci,ci37477144,2015-10-17 07:50:24.709+00,"14km ESE of Anza, California",earthquake
266,0101000020E6100000D881734694DC62C03E355EBA498C4F40,2015-10-16 23:37:50+00,63.096,-150.8931,134,1.8,ml,,,,0.56,ak,ak11741324,2015-10-17 00:00:40.305+00,"94km NNW of Talkeetna, Alaska",earthquake
162,0101000020E6100000A145B6F3FD005CC0DDF8C907F3644740,2015-10-17 07:42:45.18+00,46.7886667,-112.0155,6.12,2.84,ml,38,95,0.148,0.21,mb,mb80102574,2015-10-17 14:48:13.049+00,"2km WSW of Helena Valley Northwest, Montana",earthquake
163,0101000020E610000040355EBA491C5DC0275D4425BF884040,2015-10-17 07:39:45.88+00,33.0683333,-116.442,6.82,0.78,ml,19,109,0.1312,0.27,ci,ci37477136,2015-10-17 07:43:48.224+00,"15km E of Julian, California",earthquake
164,0101000020E610000030B4DF7F50B25EC0FFC1D19F47694340,2015-10-17 07:38:03.25+00,38.8224983,-122.7861633,0.98,1.5,md,10,87,0.01617,0.03,nc,nc72538965,2015-10-17 07:39:39.93+00,"5km W of Cobb, California",earthquake
165,0101000020E6100000EE2312E04F7D5EC03C37C87FDCE34240,2015-10-17 07:36:46.36+00,37.7801666,-121.9580002,8.66,1.9,md,16,106,0.08319,0.07,nc,nc72538960,2015-10-17 07:38:25.13+00,"1km E of San Ramon, California",earthquake
166,0101000020E61000003BDF4F8D97225DC0AA1D0FC704BF4040,2015-10-17 07:34:20.83+00,33.4923333,-116.5405,12.19,1.05,ml,39,83,0.05161,0.18,ci,ci37477128,2015-10-17 07:38:12.585+00,"14km ESE of Anza, California",earthquake
167,0101000020E6100000A54E4013614963C0F775E09C11654C40,2015-10-17 07:33:55+00,56.7896,-154.2931,46.1,2.4,ml,,,,1.01,ak,ak11741408,2015-10-17 07:58:11.183+00,"85km SSW of Larsen Bay, Alaska",earthquake
168,0101000020E6100000A22F18B7AC315DC00AD7A3703DA24040,2015-10-17 07:22:14.08+00,33.2675,-116.7761667,11.06,0.58,ml,18,92,0.03465,0.25,ci,ci37477112,2015-10-17 07:26:02.896+00,"3km NNW of Lake Henshaw, California",earthquake
169,0101000020E610000036AB3E575B416240AF946588630D3440,2015-10-17 07:20:27.89+00,20.0523,146.0424,29.48,4.8,mb,,105,7.852,0.46,us,us10003pbd,2015-10-17 15:23:02.977+00,"131km ESE of Farallon de Pajaros, Northern Mariana Islands",earthquake
170,0101000020E6100000C0EC9E3C2C9C5DC083C0CAA145364340,2015-10-17 07:12:48.553+00,38.424,-118.4402,7.1,-0.1,ml,5,146.18,0.082,0.1249,nn,nn00515055,2015-10-17 21:06:44.75+00,"19km SE of Hawthorne, Nevada",earthquake
171,0101000020E61000006EF085C954355EC0C6DCB5847CF04340,2015-10-17 07:02:17.153+00,39.8788,-120.8333,6.4,0.8,ml,11,162.45,0.031,0.19,nn,nn00515002,2015-10-17 21:03:29.953+00,"8km SE of East Quincy, California",earthquake
172,0101000020E6100000489D8026C2B251C0148C4AEA04A434C0,2015-10-17 07:01:27.09+00,-20.6407,-70.7931,14.28,4.5,mwr,,155,0.578,0.72,us,us10003pb9,2015-10-17 15:46:04.933+00,"82km SW of Iquique, Chile",earthquake
173,0101000020E6100000043411363CE95DC0BB270F0BB5EE4440,2015-10-17 06:58:30.193+00,41.8649,-119.6443,10.9,1,ml,6,179.43,0.144,0.16,nn,nn00515054,2015-10-17 20:57:06.689+00,"68km ESE of Lakeview, Oregon",earthquake
174,0101000020E610000062B5F97F956763C0880C50BFB04B3340,2015-10-17 06:57:48.48+00,19.2956657,-155.2369995,0.29,2.18,ml,46,138,0.0185,0.27,hv,hv61066876,2015-10-17 07:03:33.98+00,"14km S of Volcano, Hawaii",earthquake
175,0101000020E6100000B86EEFBF3A6863C032079C001E6C3340,2015-10-17 06:53:59.57+00,19.4223328,-155.2571716,1.57,1.95,ml,15,182,0.003625,0.13,hv,hv61066856,2015-10-17 06:59:45.18+00,"2km WSW of Volcano, Hawaii",earthquake
176,0101000020E6100000E17A14AE47B956C0643BDF4F8D9F4240,2015-10-17 06:53:32.37+00,37.2465,-90.895,1.61,2.26,md,28,59,0.2676,0.24,nm,nm60119501,2015-10-17 14:57:25.043+00,"20km WNW of Piedmont, Missouri",earthquake
177,0101000020E61000009E0546039D225DC0A0EEF26382BF4040,2015-10-17 06:44:14.35+00,33.4961667,-116.5408333,13.55,0.67,ml,27,81,0.06172,0.16,ci,ci37477104,2015-10-17 06:48:07.385+00,"14km ESE of Anza, California",earthquake
178,0101000020E6100000A2B437F8C29462C0EC51B81E85475040,2015-10-17 06:33:45+00,65.1175,-148.6488,19.7,1.3,ml,,,,0.46,ak,ak11741396,2015-10-17 06:52:15.884+00,"42km NW of Ester, Alaska",earthquake
179,0101000020E6100000956588635D0A63C07E8CB96B09014E40,2015-10-17 06:23:50+00,60.0081,-152.3239,80.4,1.7,ml,,,,0.28,ak,ak11741394,2015-10-17 06:52:14.941+00,"37km NW of Anchor Point, Alaska",earthquake
180,0101000020E6100000B4BAE69FAA7E5EC0F40FC75FFFE64240,2015-10-17 06:22:14.24+00,37.8046684,-121.9791641,6.54,1.22,md,8,98,0.05512,0.03,nc,nc72538930,2015-10-17 06:23:47.69+00,"2km N of San Ramon, California",earthquake
181,0101000020E610000031772D211FE85DC08195438B6CEF4440,2015-10-17 06:15:59.471+00,41.8705,-119.6269,11.1,0.9,ml,7,179.78,0.15,0.2491,nn,nn00515053,2015-10-17 20:53:59.139+00,"69km ESE of Lakeview, Oregon",earthquake
182,0101000020E6100000B19DEFA7C60F51C0E5D022DBF9FE3140,2015-10-17 06:15:13+00,17.996,-68.2465,96,3.4,Md,14,327.6,0.82555175,0.31,pr,pr15290003,2015-10-17 14:17:58.117+00,"57km SE of Boca de Yuma, Dominican Republic",earthquake
183,0101000020E610000052A280489A3A5DC0E7CF6D78300F4140,2015-10-17 06:14:38.7+00,34.1186667,-116.9156667,6.39,1.01,ml,38,49,0.03015,0.2,ci,ci37477088,2015-10-17 06:18:32.341+00,"14km S of Big Bear Lake, California",earthquake
184,0101000020E6100000AE47E17A140E5DC05EE68585A4F14040,2015-10-17 06:11:24.5+00,33.8878333,-116.22,2.96,1.2,ml,41,52,0.05394,0.19,ci,ci37477080,2015-10-17 06:22:29.51+00,"17km ENE of Thousand Palms, California",earthquake
185,0101000020E6100000892BC2A87FE35CC0B19DEFA7C6734040,2015-10-17 06:02:49.06+00,32.9045,-115.5546667,5.25,1.12,ml,10,85,0.005914,0.22,ci,ci37477072,2015-10-17 06:06:35.258+00,"6km NNE of Imperial, California",earthquake
186,0101000020E61000003255302AA90D63C009F9A067B3224E40,2015-10-17 06:02:44+00,60.2711,-152.4269,94.4,2.3,ml,,,,0.37,ak,ak11741391,2015-10-17 06:22:09.512+00,"29km SE of Redoubt Volcano, Alaska",earthquake
187,0101000020E610000060CF32E689325DC0A69BC420B0A24040,2015-10-17 06:00:26.25+00,33.271,-116.7896667,6.99,2.57,ml,81,39,0.04348,0.24,ci,ci37477064,2015-10-17 14:03:10.568+00,"4km NW of Lake Henshaw, California",earthquake
188,0101000020E61000000E0BB5A679AF5DC02A3A92CB7F084340,2015-10-17 05:54:41.114+00,38.0664,-118.7418,4.9,0.5,ml,7,114.16,0.031,0.096,nn,nn00514999,2015-10-17 20:47:46.935+00,"47km ESE of Bridgeport, California",earthquake
189,0101000020E61000001A0DE02D90585DC0BF7D1D3867944240,2015-10-17 05:51:29.761+00,37.1594,-117.3838,12.1,0.3,ml,13,152.84,0.164,0.1365,nn,nn00514998,2015-10-17 20:44:35.998+00,"62km WNW of Beatty, Nevada",earthquake
190,0101000020E6100000C0EC9E3C2C3C66C04D158C4AEAA44940,2015-10-17 05:49:59+00,51.2884,-177.8804,23.8,1.8,ml,,,,0.13,ak,ak11741390,2015-10-17 19:26:02.217+00,"68km SSE of Tanaga Volcano, Alaska",earthquake
191,0101000020E610000024287E8CB9135DC029CB10C7BA584240,2015-10-17 05:36:11.95+00,36.6932,-116.3082,12.4,0.1,ml,10,146.77,0.073,,nn,nn00514997,2015-10-17 05:37:18.044+00,"46km ESE of Beatty, Nevada",earthquake
192,0101000020E61000008E75711B0D185DC0E8263108ACC44240,2015-10-17 05:18:33.579+00,37.5365,-116.3758,14.3,0.6,ml,14,290.02,0.328,0.2091,nn,nn00515031,2015-10-17 23:23:17.171+00,"72km S of Warm Springs, Nevada",earthquake
193,0101000020E6100000C38A09206B7D5EC023F609A018E44240,2015-10-17 05:18:16.24+00,37.7820015,-121.9596634,7.92,2,md,17,105,0.08103,0.06,nc,nc72538895,2015-10-17 05:37:53.154+00,"1km E of San Ramon, California",earthquake
194,0101000020E61000002B1895D4094E6240560E2DB29D8F4540,2015-10-17 05:17:59.98+00,43.122,146.4387,51.35,4.7,mb,,164,2.664,0.77,us,us10003pav,2015-10-17 13:20:29.549+00,"73km ESE of Nemuro, Japan",earthquake
